user_a,user_b,rssi,#timestamp
Kato Nwadike,-1,-82,925800
Yara Ndlovu,-1,0,2067600
Kofi Akoto,-1,0,1027800
Ashok Sharma,-1,-94,534300
Andrew Turner,-1,0,1274400
Sergey Antonov,-1,0,642600
David Ross,-1,-81,508800
Elizabeth Richardson,-1,0,1182900
Ahmed Al-Rashidi,Yara Ndlovu,-90,2216400
Aleksei Sokolov,Aleksandr Gusev,-86,810900
Malik Akoto,Haruki Nakamura,-88,2205000
Maria Kuznetsova,Brooklyn Peterson,-87,1355100
Priya Patel,-1,0,690000
Ryan Rogers,Andrew Foster,-91,117600
Ariana Jenkins,-1,0,356400
Safiya Kamau,-1,0,2060100
Mariam Al-Zahid,Jack Morgan,-80,218400
Santiago Castro,Dylan Butler,-63,2188800
Mei Chen,-1,-73,77100
Andrew Hayes,-1,0,848100
Chipo Moyo,Ariana Jenkins,-83,2051100
Mustafa Al-Masri,-1,-47,1009200
Sofia Soares,Aisha Jallow,-63,17400
Olivia Smith,-1,0,1803900
Amelia Clark,-1,0,1376100
Charlotte Bell,-1,0,495300
Lumka Ntuli,Amadi Nwosu,-78,2106900
Scarlett Hall,Alexander Reed,-74,1593900
David Rogers,-1,0,2326500
Mei Nakamura,Brooklyn Peterson,-76,822900
Hamza Saad,-1,-83,1241100
Isabella Barbosa,Jamila Moyo,-85,1332000
Nala Kone,Karan Gupta,-80,1344000
Aishwarya Gupta,-1,0,1582500
Savannah Cox,Hannah Collins,-97,377400
Aisha Jallow,Mei Zhang,-75,2028000
Martina Oliveira,Nora Howard,-94,1543800
Tariq Al-Saadi,-1,-78,1284600
Habiba Mansour,Malik Sankara,-93,136200
Ji-yeon Park,-1,0,1805100
Joseph Kelly,Charlotte Thomas,-82,126300
Hiroshi Kimura,-1,0,1384200
Khaled Al-Rashidi,-1,0,1681800
Emilia Pereira,-1,0,718200
Nathan Brooks,-1,-89,1370100
Kofi Akoto,-1,0,1014900
Isabella Peterson,-1,-86,599100
Baraka Sesay,Luna Howard,-84,2199300
Amira Al-Jabouri,-1,-90,2203800
Ananya Das,-1,-90,1627500
Amelia Coleman,-1,0,2313300
Chinedu Okonkwo,-1,-99,2386500
Harper Lewis,-1,0,440700
Madison Peterson,Samuel Lee,-98,1404900
Habiba Mansour,-1,-90,2136900
Sakura Suzuki,-1,0,1150500
Oliver Stewart,-1,0,635700
Adnan Karim,Ayesha Mensah,-86,1499700
Safiya Dlamini,-1,-83,1819800
Emily Bell,Joseph Martinez,-90,1092300
Ahmed Nasser,-1,0,1892400
Valeria Medina,-1,0,647700
Samuel Lee,-1,-95,1718700
Aleksandr Petrov,-1,0,246300
Gabriel Rocha,-1,0,1396800
Amina Abiola,-1,0,287100
Sergey Kozlov,Luna Howard,-96,2112900
Rashid Mahmoud,Hazel Gonzalez,-87,389100
Haruki Takahashi,-1,0,665700
Adedeji Adeyemi,Zuri Kamara,-86,1054500
Jin Chen,-1,0,556800
Zainab Touré,-1,0,2088900
Nuru Dlamini,Joseph Kelly,-92,1589400
Thabo Mokwena,-1,0,70200
Thiago Herrera,Nadia Al-Hamadi,-93,1331100
Rajesh Sharma,-1,0,399300
Asha Kamau,-1,0,765900
Lucas Escobar,-1,0,555000
Nisha Shah,James Foster,-70,1088100
Grace Ramirez,Michael Cooper,-86,915600
Karim Saad,-1,0,1913700
Christopher Davis,-1,-93,951300
Sofia Costa,Savannah Cox,-100,481500
Ahmed Al-Dawood,Karim Saad,-73,402900
Stella Mitchell,-1,0,126300
Safiya Kamau,-1,0,1120200
Salma Al-Jaber,Sophia Cooper,-69,814500
Zainab Touré,-1,0,1787400
Mia Miller,-1,0,119700
Ibrahim Fawzi,-1,0,2262600
Aisha Jallow,Rajesh Gupta,-89,1672200
Christopher Reed,-1,0,1101300
Asha Kamau,-1,-70,1167900
Mia Price,-1,0,845100
Benjamin Mendez,Kenta Yamamoto,-94,2039700
Arisa Sato,Penelope Brooks,-84,894900
Samuel Richardson,-1,0,968100
Yulia Antonova,Safiya Dlamini,-95,896400
Yuki Nakamura,-1,0,169500
Bella Gray,-1,0,442200
Amina Koné,-1,0,586800
Aleksei Sokolov,Skylar Long,-50,1423200
Mubarak Achebe,-1,-62,849600
Musa Kamau,Aarav Patel,-92,968100
Yara Ndlovu,Uzoma Okeke,-65,2098200
Ethan Baker,-1,0,781800
Kazuki Suzuki,Avery Stewart,-96,1037700
Sofia Ribeiro,Hazel Gonzalez,-77,1530900
Ayaka Suzuki,-1,-89,2395500
Nala Kone,Chen Wang,-95,2285700
Matías López,-1,0,965700
Ravi Sharma,Zoey Morgan,-78,1070100
Lumka Ntuli,Owen Edwards,-62,933600
Aliya Al-Maqdisi,Andrew Hayes,-95,2051400
Caleb Simmons,-1,0,2061300
Svetlana Volkova,Amir Khalifa,-60,824100
Aubrey Russell,-1,-94,1788900
Jack Mitchell,-1,0,1923300
Zahara Adekunle,-1,0,1701300
Chinedu Okonkwo,-1,-96,1487700
Khaled Al-Najjar,-1,0,80400
Samuel Reed,-1,0,543600
Svetlana Orlova,-1,0,1581600
Isabella Guzman,-1,0,212400
Ella Phillips,Landon Morgan,-89,1298100
Lucas Herrera,Hiroshi Nakamura,-67,743400
Mounir El-Said,Elizabeth Richardson,-92,882000
Andrew Turner,-1,0,2180700
Violet Kelly,Landon Morgan,-81,1071000
Aisha Rahman,-1,-82,1183200
Ekaterina Volkova,-1,0,2196600
Lucas Rocha,Nia Juma,-75,1419900
Aya Al-Bakri,Nathan Stewart,-94,1331700
Agustin Ramirez,-1,0,1310700
Ranjana Sharma,-1,0,1264200
Yuri Romanov,-1,0,1409400
Lucas Herrera,Sakura Suzuki,-74,1588500
Mubarak Achebe,-1,0,257700
Mei Nakamura,-1,-80,1856400
Ayomide Kamau,-1,0,2250300
Renata Miranda,-1,0,1717200
Caleb Sanchez,-1,0,1670400
Fatima Al-Ahmadi,-1,-67,1925400
Isaac Adams,-1,0,1275600
Nikolai Kozlov,Alexander Reed,-89,223500
Harper Lewis,Amelia Coleman,-73,913800
Aubrey Russell,-1,0,1483200
Haruki Nakamura,-1,-87,253200
Lina Al-Saleh,Matthew Thompson,-92,1983000
Diego Marquez,-1,-83,442800
Nadia Al-Salim,-1,0,1926900
Matias Santana,-1,0,1991700
Uzoma Okeke,-1,-93,50100
Imani Koné,-1,0,476100
Caleb Wood,-1,0,1242000
Tariq Al-Rashid,Aarav Patel,-86,2120100
Lucas Pereira,Sophia Cooper,-93,1003500
Mubarak Achebe,-1,0,2083500
Roman Smirnov,-1,-86,1388700
Ekaterina Volkova,-1,0,22200
Ibrahim Al-Abbasi,-1,0,1735800
Vladimir Sidorov,Natalya Sidorova,-93,1336200
Daria Antonova,Elena Orlova,-79,1511100
Gabriel Wright,-1,0,260100
Benjamin Mendez,Malik El-Din,-95,911400
Chika Akintola,-1,0,1972800
Caleb Nelson,-1,0,2091900
Asha Osei,-1,0,779400
Abigail Morgan,-1,-93,834600
Vitaly Popov,-1,0,1043100
Zara Akintola,Ella Phillips,-96,811800
Oksana Volkova,Alexander Hill,-95,896700
Zara Diop,Scarlett Murphy,-96,1498500
Mikhail Petrov,-1,-51,859800
Amira Kebede,Victoria King,-72,1229400
Samuel Richardson,-1,0,1293600
Haruki Nakamura,-1,0,844800
Sebastian Paz,Leah Watson,-86,2333400
Noah Jenkins,-1,-78,1976100
Elena Petrova,Layla Al-Hamadi,-80,983100
Daniel White,-1,0,106200
Valentina Ramírez,-1,0,2244900
Tomas Vasquez,Jabiru Moyo,-95,1502400
Amina Abiola,-1,0,1066800
Khaled Al-Najjar,-1,-88,700500
Nicolas Santos,Ellie Parker,-93,442800
Ayomide Ojo,-1,-60,165900
Victoria Antonova,Amelia Murphy,-86,1620900
Abigail Morgan,-1,-100,2367600
Samuel Bennett,-1,-96,1825200
Aarav Gupta,Ethan Allen,-70,1348500
Amira Ojo,-1,-92,475200
Camila Almeida,-1,0,950700
Malik Al-Ali,-1,-88,1436100
Nala Kone,-1,-73,1560900
Amina Ali,-1,0,661200
Alejandro Morales,-1,0,1812600
Zuri Okoro,Aria Peterson,-94,814200
Mpho Mohapi,Noor Al-Hakim,-82,1509000
Naledi Khumalo,Dmitri Sidorov,-92,730200
Zara Diop,Nathan Stewart,-97,1497600
Santiago Castro,Nathan Edwards,-97,244800
Ravi Sharma,Liam Thompson,-96,230700
Jomo Bah,-1,-91,153300
Irina Morozova,-1,-86,1425300
Sofia Mendoza,-1,-69,1206900
Claire Simmons,Adrian Washington,-84,1079400
Ayumi Suzuki,-1,-86,1515000
Haruki Takahashi,-1,-84,2285400
Imani Koné,-1,0,642900
Kwame Diallo,Violet Kelly,-67,2197500
Yara Ndlovu,Daniel Turner,-97,1187400
Chukwuma Eze,Malik Al-Ali,-87,1484700
Valentina Torres,-1,0,701100
Chen Wang,Caleb Wood,-95,122100
Chinedu Okonkwo,-1,0,186900
Martina Alvarez,Daniel Turner,-91,1762500
Pedro Gomes,Zara Akintola,-73,1814100
Santiago Almeida,-1,0,1038000
Kazuki Suzuki,Rajan Patel,-99,377700
Baraka Okafor,-1,0,211800
Hassan Al-Abdullah,-1,0,2295300
Aisha Saad,Chen Wang,-70,382200
Hamza Al-Hussein,James Foster,-89,759000
Hannah Collins,-1,-97,661200
Obi Eze,Hannah Collins,-93,208500
Diego Marquez,-1,0,1470900
Anna Volkova,Gabriel Alvarez,-70,1335600
Ethan Gray,-1,0,358800
Olga Kuznetsova,Caleb Wood,-84,1327500
Camila Almeida,-1,-83,2086500
Oluwaseun Oladipo,Fatima Hamza,-90,1431300
Santiago Torres,-1,0,1050600
Abdullah Fawzi,Lily Turner,-97,1947000
Isabella Pereira,Mariam Al-Rizk,-99,1115400
Jack Morris,-1,0,1227600
Amelia Castro,Nia Sow,-91,738900
Aleksandr Makarov,Ali Abbas,-70,79200
Nicolas Santos,-1,0,1347300
Matias Carvalho,-1,0,2364300
Baraka Soumahoro,Joseph Cox,-77,1541100
Vladimir Smirnov,-1,-90,2391600
Ji-woo Park,-1,-46,160200
Aleksei Sokolov,Matias Santana,-70,1935000
Violet Kelly,Samuel Reed,-88,738600
Mei Wang,Penelope Brooks,-86,202200
Rashid Mahmoud,Isaiah Howard,-81,487200
Caleb Nelson,-1,0,51000
Zuri Okoro,-1,0,1051500
Adedeji Adeyemi,Zuri Kamara,-85,1637700
Samuel Coleman,-1,0,298500
Matias Barros,Elizabeth Richardson,-91,1198500
Matias Pacheco,-1,-98,721200
Adedeji Adeyemi,Zuri Kamara,-94,88800
Rima Hassan,Harper Nelson,-85,1330800
Olivia Smith,-1,0,1926900
Aria Peterson,-1,-97,1032600
Yana Orlova,-1,-90,1827900
Sergey Antonov,-1,0,710100
Isabella Davis,-1,0,1161000
Tatiana Voronina,-1,0,796800
Sana Khan,Claire Simmons,-83,2280300
Imani Koné,Caleb Sanchez,-92,1425900
Diego Marquez,Harper Nelson,-79,1934400
Oluwaseun Oladipo,Amira Ojo,-95,2028600
Stella Mitchell,-1,0,1377300
Safiya Kamau,-1,0,255000
Zoey Morgan,Joshua Wood,-93,227700
Amara Sesay,-1,-74,11100
Santiago Ferreira,Ignacio Silva,-97,324000
Sebastian Herrera,Sebastian King,-81,1600200
Malik Nwosu,-1,0,1655400
Martina Oliveira,Ella Phillips,-82,569700
Eleanor Sanchez,William Cox,-73,637500
Tariq Al-Rashid,Chloe Parker,-84,817800
Salma Al-Jaber,-1,0,1025400
Chloe Bennett,Benjamin Taylor,-90,143100
Karan Kapoor,-1,-77,1548000
Yara Aziz,Isabella Guzman,-94,1954200
Isabella Peterson,-1,0,435900
Adedeji Adeyemi,Yuki Nakamura,-64,3000
Safiya Diop,Sakura Suzuki,-94,2022600
Gabriel Rocha,Lucas Rios,-90,373800
Camila Lima,Scarlett Murphy,-98,484800
Raziya Ndlovu,-1,0,69300
Chloe Rogers,-1,-92,1921200
Juan Gonzalez,Ava Wilson,-83,1675800
Jonathan Adams,-1,-67,995100
Rajan Shah,-1,0,2400600
Juan Gonzalez,-1,0,2006700
Leila Al-Zaidi,Hiroshi Kimura,-92,291300
Matías López,-1,0,1387200
Asha Kamau,-1,0,1986000
Amira Kebede,Victoria King,-85,1535100
Sebastian Herrera,Samuel Lee,-90,926700
Leila Al-Jarrah,-1,0,2085900
Isaiah Howard,-1,0,2101200
Nia Keita,Sophia Brown,-93,379200
Nkosana Nkosi,Ayomide Ojo,-94,910500
Lily Foster,-1,-75,155100
Aleksei Volkov,-1,-88,2073300
Emily Bell,-1,0,1992600
Andrei Sokolov,Tariq Al-Rashid,-85,822600
Amina Juma,-1,0,532800
Isabella Peterson,-1,-92,2187600
Ayodele Ogundele,-1,0,1181400
Benjamin Mendez,-1,0,1229100
Yulia Antonova,Ava Wright,-85,1522200
Nala Kone,-1,-71,2157000
Ellie Price,-1,0,69300
Benjamin Rocha,Nathan Brooks,-90,294000
Sofia Campbell,-1,-71,2145000
Zara Al-Ali,Nathan Stewart,-81,1523400
Elena Petrova,Nia Nkosi,-95,2219100
Sebastian Santos,Savannah Cox,-92,990000
Sofia Costa,Lily Morris,-80,2119500
Chipo Moyo,-1,0,596400
Salma Al-Salim,Fatima Abiola,-93,980100
Brooklyn Patterson,-1,-87,1229700
Ekaterina Fedorova,Dmitri Popov,-82,1602600
Anna Kuznetsova,Aisha Jallow,-80,2278200
Aisha Jallow,Joseph Cox,-87,1983300
Fatima Al-Said,-1,0,1996500
Arisa Sato,-1,0,1749300
Christian Carter,Victoria Morgan,-93,2312700
Hadi Al-Jaber,-1,-77,351300
Benjamin Turner,-1,0,2124000
Diego Marquez,Jabari Mbeki,-86,1348200
Diego Marquez,-1,0,710400
Sebastian Paz,Nia Keita,-93,390600
Tetsuya Ono,-1,0,1628700
Lucy Ramirez,Madison Rivera,-96,992400
Idris Adekunle,-1,0,864600
Leila Al-Zaidi,Ananya Das,-88,2255100
Leila Al-Zaidi,Eleanor Sanchez,-90,393900
Sofia Ribeiro,-1,-77,1359000
Elena Castro,Samuel Richardson,-65,2116800
Elizabeth Bennett,-1,0,1151400
Emiliano Costa,-1,-68,657900
Elena Petrova,Ahmed Rizk,-89,1002600
Rania Al-Akbar,Baraka Sesay,-87,722400
Oluwaseun Oladipo,-1,0,2041200
Roman Smirnov,Dmitri Sidorov,-94,1238100
Imani Eze,-1,-87,2214000
Ahmed Nasser,-1,0,2180400
Henry Hughes,-1,0,1649700
Aleksandr Gusev,Penelope Brooks,-92,2019900
Avery Stewart,Victoria Morgan,-94,2325600
Baraka Soumahoro,Aisha Jallow,-90,1043400
Santiago Ferreira,-1,0,1317900
Daniel White,-1,0,480300
Youssef Al-Mansoori,Michael Cooper,-96,903300
Lina Al-Saleh,Luna Howard,-96,768000
Ifeoma Azikiwe,Charlotte Thomas,-90,2290800
Hazel Gonzalez,Christopher Davis,-85,910800
Aya Al-Bakri,-1,0,2153100
Dominic Hernandez,-1,-81,1543200
Natalya Sidorova,Julian Ramirez,-55,719100
Charlotte Bell,-1,0,1614600
Christopher Reed,-1,-92,418800
Penelope Griffin,-1,-95,878400
Layla Al-Khouri,-1,0,2259600
Chinedu Okonkwo,-1,0,180000
Emma Salazar,Paisley Phillips,-82,309900
Antonella Rodrigues,-1,0,1547700
Noah Martinez,-1,0,1269900
Nisha Patel,-1,0,868500
Zara Al-Ali,Kofi Akoto,-72,1952700
Zainab Touré,-1,-89,69000
Leila Mahmoud,David Ross,-90,906000
Sergey Antonov,-1,0,1370700
Malik Al-Ali,Sana Wang,-92,1572000
Omar Al-Khouri,Amira Ojo,-58,218400
Khaled Al-Rashidi,-1,0,1449600
Aliya Al-Saadi,Chidi Okafor,-87,1000500
Natalia Voronova,Jomo Bah,-97,384300
Ethan Johnson,-1,-93,2019600
Chidi Okoro,-1,-80,1798500
Elizabeth Powell,-1,-64,70800
Yelena Sidorova,Isabella Pereira,-72,953400
Ella Phillips,Landon Morgan,-87,1050300
Chipo Moyo,-1,-92,761700
Kwame Osagie,-1,0,1716000
Ravi Sharma,-1,0,1893900
Aleksandr Kozlov,-1,-77,2347200
Ahmed Nasser,-1,0,2136900
Michael Cooper,Dylan Butler,-97,2122800
Roman Smirnov,Jelani Nyathi,-90,912600
Tatiana Voronina,-1,0,1933500
Habiba Mansour,Yulia Sidorova,-99,934500
Samuel Perry,-1,0,1820400
Isaac Hayes,-1,0,1658100
Christopher Reed,-1,0,1716900
Emma Fernandes,Ethan Baker,-68,2221200
Ayako Suzuki,Christopher Price,-91,1531800
Malik El-Din,Haruki Nakamura,-94,924000
Nisha Shah,Penelope Brooks,-97,2205300
Chen Wang,Jacob Wright,-63,480600
Imani Asante,Carter James,-100,2298000
Fahad Al-Hamdan,-1,-89,1881600
Ava Simmons,-1,0,2045100
Rohan Sharma,-1,-75,611400
Nathan Stewart,Christopher Price,-87,623100
Hassan Ibrahim,-1,0,1962300
Christopher Foster,-1,0,752700
Khadija Issa,-1,-84,2349000
Scarlett Nelson,-1,0,1767000
Grace Adams,-1,0,145800
David Ross,-1,0,1978800
Rajan Patel,-1,-89,219000
Musa Kamau,Grayson Parker,-94,1665900
Fahad Al-Hamdan,-1,0,2000700
Karan Gupta,Shinji Yamamoto,-72,1432200
Amelia Andrade,-1,0,2058300
Hamza Saad,Ranjana Sharma,-88,895500
Hazel Gonzalez,-1,0,92100
Mariam Al-Rizk,-1,-78,2410800
Eli Ramirez,-1,-74,219900
Caleb Simmons,-1,0,181500
Zainab Touré,-1,0,2046000
Renata Miranda,Isabella Guzman,-90,1076100
Baraka Okafor,-1,0,968700
Fatima Sarr,Hazel Gonzalez,-86,1000500
Priya Singh,-1,-90,253200
Nala Bah,-1,0,343500
Youssef Al-Mansoori,-1,0,645300
Naledi Khumalo,Aleksandr Kozlov,-94,738600
Michael Coleman,-1,-92,1704900
Santiago Marques,Hamza Al-Hussein,-87,145500
Pavel Egorov,Christopher Price,-85,298500
Yulia Sidorova,Stella King,-94,708600
Mia Miller,-1,0,320700
Aisha Al-Mahdi,Emily Cook,-59,1684800
Layla Al-Aziz,-1,0,699600
Isabella Peterson,-1,-87,660900
Rima Hassan,Sofia Campbell,-92,1427400
Elizabeth Richardson,Caleb Wood,-99,976200
Amadi Nwosu,-1,-90,1219200
Aarav Patel,Caleb Wood,-72,1008600
Martina Oliveira,Aisha Jallow,-87,1677600
Mounir El-Said,Lily Turner,-82,679500
Lucas Rocha,-1,0,957600
Ethan Johnson,Ethan Gray,-98,222600
Penelope Brooks,-1,-83,860700
Marina Kovalenko,Addison Gonzalez,-95,2234700
Ayesha Mensah,-1,0,280500
Lucas Almeida,Dalia Mensah,-81,2200800
Chidi Okafor,Kazuki Suzuki,-77,1039500
Ayodele Ogundele,-1,0,271800
Sofia Pinto,-1,0,60900
Malik Toure,-1,0,23400
Nia Kamara,Fatima Al-Said,-95,2158800
Priya Kapoor,-1,-68,2067000
Elena Petrova,Paisley Phillips,-88,2002500
Caleb Sanchez,-1,-84,1649700
Yekaterina Pavlova,Omar Al-Haddad,-93,1088400
Sana Wang,-1,0,1707000
Halima Toure,Camila Lima,-86,624000
Hadi Al-Jaber,Hamza Saad,-86,1503600
Kato Nwadike,-1,-93,1266300
Santiago Marques,Noor Al-Hakim,-77,440400
Nia Juma,-1,0,727500
Nyarai Chikwava,-1,0,526500
Benjamin Taylor,-1,0,2162100
Santiago Ferreira,-1,0,320700
Savannah Coleman,-1,-90,1633800
Vladislav Romanov,-1,0,2394300
Malik Nwosu,-1,-82,1207200
Tunde Kamara,-1,0,1539300
Malik Al-Ali,Jack Mitchell,-90,1120800
Amir Khalifa,-1,0,2361000
Ngozi Odhiambo,Aleksandr Petrov,-97,1686000
Zahara Adekunle,Akira Tanaka,-77,1950300
Khaled Al-Hakim,Ayomide Ojo,-68,904200
Samuel Bennett,Christopher Price,-84,910500
Sofia Ribeiro,Rajan Patel,-100,1540200
Sofia Ribeiro,Hassan Ibrahim,-81,2191800
Khadija Issa,-1,0,1897500
Tsholofelo Molefe,Layla Price,-75,1848000
Joshua Wood,-1,0,2107500
Nathan Stewart,Penelope Griffin,-91,575700
Lucas Garcia,-1,0,1360800
Sebastian Herrera,Julian Ferreira,-96,1825500
Idris Adekunle,-1,0,463500
Kwame Adebayo,Adnan Karim,-74,1336500
Camila Lima,Isabella Guzman,-90,2191800
Caleb Simmons,-1,0,146400
Aya Al-Bakri,-1,0,903300
Daniel White,-1,0,1902900
Nia Sow,-1,0,1736100
Diego Marquez,-1,0,1852200
Anna Kuznetsova,-1,-88,2100600
Idris Adekunle,Lucas Garcia,-83,213600
Sofia Campbell,-1,-90,771000
Lucas Pereira,Mpho Mohapi,-86,1605600
Yara Ndlovu,-1,0,1058700
Zahra Osei,-1,0,439800
Ayanda Ndlovu,-1,0,101700
Nada Al-Khalidi,-1,0,1977600
Sana Wang,-1,0,1835400
Isabella Ferreira,Zara Al-Ali,-88,2133000
Lumka Ntuli,-1,0,711000
Tomas Vasquez,Jonathan Adams,-81,388200
Aliya Al-Saadi,-1,0,2377500
Julian Ferreira,Zoey Morgan,-95,2032800
Sophia Brown,-1,-86,2386800
Lucas Almeida,Nicolas Almeida,-91,381000
Tariq Al-Rashid,-1,0,1130700
Ayanda Ndlovu,-1,0,130200
Zikomo Banda,-1,0,983400
Mojalefa Modise,Jack Mitchell,-72,1100700
Lincoln Campbell,-1,0,1656000
Sofia Mendoza,-1,-78,1085400
Ahmed Al-Dawood,Fatima Hamza,-78,986400
Amina Juma,-1,-86,684300
Nkosana Nkosi,Violet Perry,-94,1542000
Arjun Patel,Elizabeth Richardson,-93,943500
Olivia Mendez,-1,0,111000
Benjamin Pacheco,-1,0,1207500
Adedeji Adeyemi,Aleksandr Popov,-79,2078400
Mateo Silva,-1,0,1061400
Matias Pacheco,-1,0,2105400
Valeria Medina,Jabari Mbeki,-67,1077300
Samuel Richardson,-1,0,714300
Aishwarya Gupta,-1,0,792600
Fatima Sarr,-1,0,2096400
Noor Al-Badawi,Nathan Stewart,-91,1954800
Ayesha Jallow,Baraka Sesay,-84,2194200
Ivan Smirnov,Ahmed Sharif,-78,2284500
Caleb Simmons,-1,0,904800
Rania Al-Akbar,Jelani Mansour,-74,998400
Hadi Al-Jaber,-1,-70,1569000
Liam Thompson,Caleb Sanchez,-90,1180200
Matthew Hayes,-1,0,2345100
Pavel Egorov,-1,0,505800
Zhang Wei,-1,-65,492000
Fatima Sarr,-1,0,2219400
Amelia Andrade,-1,0,2334300
Mandela Dlamini,-1,-86,1075800
Layla Al-Aziz,-1,0,85800
Karim Nassar,-1,0,1581000
Zoey Morgan,-1,0,982800
Kwame Osagie,-1,0,1562700
Mirembe Nakamura,Aisha Hakim,-93,206700
Owen Edwards,-1,0,1396200
Victoria Rocha,Aria Peterson,-92,1519500
Salma Al-Jaber,-1,0,1029300
Ahmed Nasser,-1,0,951600
Zikomo Banda,Habiba Mansour,-72,619500
Rania Al-Akbar,Hannah Simmons,-74,564600
Yana Orlova,-1,-88,2110200
Brooklyn Patterson,-1,0,2330100
Khaled Al-Rashidi,-1,-97,1927500
Imani Asante,Ravi Sharma,-87,1000800
Viktor Sokolov,Layla Price,-80,584400
Safiya Diop,-1,0,1724100
Ji-eun Kim,-1,0,779700
Kofi Boateng,Nour El-Din,-64,1709400
Nia Sow,-1,0,1309500
Benjamin Taylor,-1,0,1369500
Sofia Ribeiro,Shinji Yamamoto,-91,2281200
Victoria Kuznetsova,-1,0,794700
Avery Stewart,-1,0,231600
Sergei Smirnov,-1,0,1327800
Ayako Tanaka,Ryan Rogers,-84,124200
Aleksandr Petrov,Min-jun Lee,-96,1506000
Henry Richardson,-1,0,1631700
Tariq Al-Saadi,Chen Wang,-99,905700
Gabriela Oliveira,-1,-92,1605000
Zhang Li,-1,0,2170800
Rajan Shah,-1,-94,397200
Caleb Simmons,-1,0,2357700
Elijah Rodriguez,-1,0,1918500
Nadia Al-Salim,-1,0,2266200
Aleksandr Gusev,Christopher Collins,-86,1086000
Catalina Castro,-1,0,1387200
Fahad Al-Hamdan,-1,0,1821900
Amira Kebede,-1,0,268800
Martina Alvarez,-1,0,1162800
Arisa Sato,Savannah Cox,-93,1503600
Ayodele Balogun,-1,-66,333300
Mei Chen,-1,0,1224900
Emily Bell,-1,-82,565200
Fatima Nkrumah,Sana Khan,-88,1941300
Santiago Castro,Ashok Sharma,-92,1429800
Zainab Touré,-1,0,1245000
Ella Phillips,David Murphy,-72,1001400
David Rogers,-1,0,2145000
Alexander Reed,-1,0,840900
Santiago Torres,-1,0,1752900
Amira Sarr,Lucy Ramirez,-74,896100
Claire Simmons,Bella Gray,-78,387600
Emma Guzman,Fatima Abiola,-96,1009800
Nicolas Santos,-1,0,2078700
Musa Kamau,Renata Miranda,-42,135900
Nia Nkosi,-1,0,1804800
Julian Ramirez,Noah Martinez,-84,825000
Samuel Perry,Adrian Washington,-74,1338900
Saki Tanaka,Levi Russell,-94,799500
Vitaly Popov,-1,0,386700
Matthew Bell,-1,0,2241900
Thabo Mokwena,Youssef Al-Saeed,-98,1092300
Stella Mitchell,-1,0,1518300
Sergey Antonov,Maya Mitchell,-98,1704600
Yara Ndlovu,Uzoma Okeke,-76,1241100
Tomas Vasquez,-1,0,522600
Tariq Al-Rashid,Nisha Patel,-86,1943700
Sebastian Paz,Ava Wilson,-96,541800
Lina Al-Saleh,Maya Mitchell,-98,378900
Akira Tanaka,Gabriel Cox,-89,1349400
Ayodele Balogun,Alexander Reed,-77,890100
Chika Osagie,-1,0,1601400
Fatima Sarr,Dalia Mensah,-85,1068000
Aisha Hakim,Carter James,-95,2307900
Rashid Al-Riyadi,Lina Al-Saleh,-96,1098600
Kazuki Suzuki,James Foster,-82,1593900
Catalina Castro,-1,0,2223900
Valeria Medina,-1,0,493500
Emma Fernandes,Ananya Das,-70,1383600
Min-jun Lee,-1,0,234900
Savannah Cox,Hannah Collins,-66,899700
Mojalefa Modise,-1,-95,71700
Mia Miller,-1,0,920100
Kato Nwadike,-1,0,2306100
Emily Hall,-1,-91,1791600
Nora Howard,-1,0,1622100
Safiya Dlamini,Samuel Perry,-95,388500
Anna Romanova,-1,0,1381500
Mei Chen,-1,-68,1187400
Rajan Patel,Andrew Foster,-73,2296800
Khadija Issa,Nadia Al-Hamadi,-80,1675500
Scarlett Nelson,Jonathan Morris,-82,1407600
Nala Kone,Dalia Mensah,-71,1525800
Aya Al-Bakri,-1,0,550200
Priya Patel,-1,0,1883700
Jamal Nader,-1,0,423600
Olivia Smith,-1,0,4200
Vladislav Romanov,Vitaly Voronov,-88,1414800
Nyarai Chikwava,-1,0,1286400
Jamila Moyo,Harper Nelson,-74,1353300
Nadia Al-Salim,-1,0,853800
Sergey Kozlov,Min-jun Lee,-76,479700
Aleksei Sokolov,Penelope Brooks,-80,2214900
Zahra Mansour,-1,0,706500
Alejandro Morales,-1,0,1731300
Victoria Andrade,Yasir Al-Khatib,-73,1952400
Irina Volkova,Dominic Hernandez,-66,1104300
Yekaterina Pavlova,-1,0,1252800
Halima Toure,Yasmin Al-Ahmad,-61,1565400
Arjun Patel,-1,0,415200
Omar Al-Khouri,Aria Reed,-91,319200
Leila Al-Jarrah,-1,0,1771500
Karim Sharif,-1,-75,1196700
Tomas Vasquez,Jabiru Moyo,-95,892200
Ji-yeon Park,-1,0,2321700
Martina Oliveira,Valeria Correa,-81,2288700
Fatima Nkrumah,Rajan Patel,-93,2331000
Luna Howard,-1,0,570300
Isabella Guzman,-1,-96,641400
Khadija Issa,Sara Hassan,-68,207000
Nadia Al-Hamadi,Landon Morgan,-95,2364300
Malik Sankara,-1,0,439800
Henry Richardson,-1,-71,487500
Emily Hall,-1,0,2049600
Fatima Sarr,-1,0,36600
Haruki Takahashi,-1,0,580500
Lucas Pereira,Safiya Dlamini,-89,2106300
